name,tag_type,Service_Tags
Crunch Fitness - Union Square,tag1,Gyms
DUMBO Women's Fitness,tag1,Trainers
Blink Fitness - East Village,tag1,Gyms
SLT Cobble Hill,tag1,Pilates
Life Time,tag1,Gyms
14th Street Y,tag1,Gyms
Crunch Fitness - Tribeca,tag1,Gyms
Dogpound,tag1,Trainers
Equinox SoHo,tag1,Gyms
BKLYN Fitness,tag1,Trainers
Rumble Boxing Brooklyn ,tag1,Boxing
Nimble Fitness,tag1,Gyms
StuyFitness on 20th,tag1,Sports Clubs
StuyFitness on 14th,tag1,Gyms
Manny Cantor Fitness,tag1,Gyms
The Little Gym of Brooklyn Heights,tag1,Kids Activities
Great Jones Fitness,tag1,Gyms
ONEBELLFITNESS,tag1,Gyms
Crunch Fitness - Flatbush,tag1,Gyms
Prospect Park Branch YMCA,tag1,Gyms
Harbor Fitness - Marine Park,tag1,Gyms
MatchPoint,tag1,Gyms
Chelsea Piers Fitness,tag1,Gyms
South Brooklyn Weightlifting Club,tag1,Trainers
Slope Fitness,tag1,Gyms
Greys Gym,tag1,Gyms
Harbor Fitness,tag1,Gyms
Crunch Fitness - Park Slope,tag1,Gyms
Orangetheory Fitness Brooklyn - Park Slope,tag1,Gyms
Blink Fitness - Junction,tag1,Gyms
The SweatShed - Park Slope,tag1,Interval Training Gyms
Brooklyn Lifestyle Athletic Club,tag1,Gyms
Crunch Fitness - Ft. Greene,tag1,Gyms
Blink Fitness - Flatbush,tag1,Gyms
Park Fitness BK,tag1,Trainers
Retro Fitness,tag1,Gyms
5th Ave Fitness,tag1,Trainers
Murder of Crows Fitness,tag1,Interval Training Gyms
Noriwich Fitness,tag1,Gyms
Flatbush CrossFit,tag1,Interval Training Gyms
Bedford-Stuyvesant Branch YMCA,tag1,Gyms
Park Slope Armory YMCA,tag1,Fitness & Instruction
Park Fitness Gym,tag1,Gyms
Planet Fitness,tag1,Gyms
Crunch Fitness - Crown Heights,tag1,Gyms
Murder of Crows Barbell Club,tag1,Trainers
TFW Brooklyn,tag1,Trainers
The New Body Project,tag1,Gyms
Flatbush Branch YMCA,tag1,Gyms
Fitness First For Woman,tag1,Gyms
Prospect Fitness,tag1,Gyms
Byklyn Studios,tag1,Cycling Classes
Q Fitness,tag1,Gyms
Planet Fitness,tag1,Gyms
Brooklyn Swim Center,tag1,Swimming Lessons/Schools
Global Strongman Gym,tag1,Gyms
NYC Fitness Club,tag1,Gyms
Gowanus Fitness,tag1,Gyms
Blink Fitness - Canarsie,tag1,Gyms
Veroyoganyc,tag1,Yoga
Blink Fitness - Crown Heights,tag1,Gyms
Urban Asanas,tag1,Yoga
Chelsea Piers Fitness,tag1,Gyms
Blink Fitness - Park Slope,tag1,Gyms
Knockout Performance,tag1,Kickboxing
BKLYN Fitness,tag1,Trainers
Red Planet MMA,tag1,Boxing
Park Fitness Gym,tag1,Gyms
Better Health,tag1,Trainers
NYC Fitness Club,tag1,Gyms
Planet Fitness,tag1,Gyms
Crunch Fitness - Bensonhurst,tag1,Trainers
Harbor Fitness - Midwood,tag1,Gyms
Dolphin Fitness Clubs,tag1,Gyms
Prospect Fitness,tag1,Gyms
Park Fitness BK,tag1,Trainers
Blink Fitness - Flatbush,tag1,Gyms
Hit Factory Brooklyn,tag1,Martial Arts
Y M C A of South Brooklyn,tag1,Gyms
Blink Fitness - Sunset Park,tag1,Gyms
Orangetheory Fitness Brooklyn-Midwood,tag1,Boot Camps
Harbor Fitness GO! - Bay Ridge,tag1,Gyms
Crunch Fitness - Flatbush,tag1,Gyms
Harbor Fitness,tag1,Gyms
Planet Fitness,tag1,Gyms
Harbor Fitness - Marine Park,tag1,Gyms
Jake's Fitness,tag1,Trainers
Sweatbox Brooklyn,tag1,Boxing
MatchPoint NYC,tag1,Gyms
Marks JCH of Bensonhurst,tag1,Gyms
Harbor Fitness,tag1,Gyms
Adapt Nyc Fitness,tag1,Trainers
Alana Life & Fitness,tag1,Gyms
BK Fitness Club,tag1,Gyms
Retro Fitness,tag1,Gyms
Brooklyn Fitness,tag1,Gyms
Underground Boxing & Fitness,tag1,Boxing
The Exercise Studio,tag1,Yoga
Bad Ass Academy,tag1,Boot Camps
Flatbush Branch YMCA,tag1,Gyms
Blink Fitness - Sheepshead Bay,tag1,Gyms
Planet Fitness,tag1,Trainers
Club Pilates,tag1,Pilates
Blink Fitness - Junction,tag1,Gyms
Brooklyn Swim Center,tag1,Swimming Lessons/Schools
Ardon Sweet Science Gym,tag1,Boxing
CrossFit Coney Island,tag1,Interval Training Gyms
Planet Fitness,tag1,Gyms
Hiitspace,tag1,Cardio Classes
Planet Fitness,tag1,Gyms
Fitness First For Woman,tag1,Gyms
Ap Fitness,tag1,Gyms
Fitness By Kobi,tag1,Trainers
Ditmas Park Yoga Society,tag1,Yoga
Brooklyn Brazilian Jiu-Jitsu,tag1,Brazilian Jiu-Jitsu
Curby Fitness,tag1,Trainers
CrossFit Sunset Park,tag1,Trainers
RS Strength,tag1,Gyms
GYM NYC,tag1,Gyms
GHOST Williamsburg,tag1,Gyms
LIU Brooklyn WRAC Center Gym,tag1,Gyms
TMPL - Avenue A,tag1,Gyms
CrossFit Outbreak  - Clinton Hill,tag1,Interval Training Gyms
Greys Gym,tag1,Gyms
ONEBELLFITNESS,tag1,Gyms
Krank Brooklyn,tag1,Weight Loss Centers
TMPL - West Village,tag1,Gyms
Life Time One Wall Street,tag1,Gyms
Life Time,tag1,Gyms
Chinatown Flow,tag1,Gyms
BKLYN Fitness,tag1,Trainers
Blink Fitness - FiDi,tag1,Gyms
Gym Nyc E 3rd St,tag1,Gyms
Planet Fitness,tag1,Gyms
305 Fitness,tag1,Cardio Classes
Crunch Fitness - Ft. Greene,tag1,Gyms
Crunch Fitness - Bowery,tag1,Gyms
SoHo Strength Lab,tag1,Trainers
Brotherhood Boxing Club,tag1,Boxing
Blink Fitness - Boerum Hill,tag1,Gyms
Crunch Fitness - Union Square,tag1,Gyms
Blink Fitness - Williamsburg,tag1,Trainers
Equinox Dumbo,tag1,Gyms
1.2.1 Fitness,tag1,Gyms
Blink Fitness - East Village,tag1,Gyms
Planet Fitness,tag1,Gyms
Gleason's Gym,tag1,Gyms
14th Street Y,tag1,Gyms
Dogpound,tag1,Trainers
Nimble Fitness,tag1,Gyms
Crunch Fitness - Tribeca,tag1,Gyms
Planet Fitness,tag1,Gyms
Equinox SoHo,tag1,Gyms
StuyFitness on 20th,tag1,Sports Clubs
Chelsea Piers Fitness,tag1,Gyms
StuyFitness on 14th,tag1,Gyms
Chalk Gyms,tag1,Gyms
Life Time,tag1,Gyms
Add-Mo Fitness!,tag1,Gyms
Orangetheory Fitness Brooklyn - Brooklyn Heights,tag1,Gyms
Great Jones Fitness,tag1,Gyms
Absolute Power Fitness,tag1,Gyms
Equinox Brooklyn Heights,tag1,Gyms
Brooklyn Zoo NY,tag1,Gyms
Grind House,tag1,Gyms
Gotham Gym,tag1,Gyms
Manny Cantor Fitness,tag1,Gyms
Absolute Power Fitness,tag1,Gyms
Planet Fitness,tag1,Gyms
SNS Strength Bushwick,tag1,Gyms
S&S Strength Williamsburg,tag1,Trainers
Blink Fitness - Williamsburg,tag1,Trainers
GHOST Williamsburg,tag1,Gyms
Chalk Gyms,tag1,Gyms
Absolute Power Fitness,tag1,Gyms
Brooklyn Athletic Club,tag1,Gyms
Blink Fitness,tag1,Gyms
Diamond Heart,tag1,Martial Arts
Brooklyn Zoo NY,tag1,Gyms
The Sculpted Body,tag1,Trainers
Blink Fitness - Bushwick,tag1,Gyms
Ltrain CrossFit,tag1,Interval Training Gyms
Crunch Fitness - Greenpoint,tag1,Gyms
WillyB CrossFit,tag1,Interval Training Gyms
Dynamic Fitness,tag1,Boxing
Metropolitan Pool and Recreation Center,tag1,Swimming Pools
Green Fitness Studio,tag1,Boxing
Grind House,tag1,Gyms
Greenpoint Athletics,tag1,Gyms
SHAKTIBARRE,tag1,Barre Classes
Vita Wellness Center,tag1,Gyms
Brooklyn Barbell Club,tag1,Gyms
Orangetheory Fitness Williamsburg,tag1,Gyms
Equinox Williamsburg,tag1,Gyms
Planet Fitness,tag1,Gyms
SESSION,tag1,Circuit Training Gyms
Blink Fitness - Gates,tag1,Gyms
VITAL Climbing Gym - Brooklyn,tag1,Gyms
Loom Fitness Studio,tag1,Barre Classes
Brotherhood Boxing Club,tag1,Boxing
Maximum 28,tag1,Trainers
The Grappling Club,tag1,Sports Clubs
Ridgewood YMCA,tag1,Gyms
Greenpoint Branch YMCA,tag1,Gyms
Human@Ease,tag1,Gyms
Movement Brooklyn,tag1,Gymnastics
F45 Training Williamsburg North,tag1,Trainers
Technique 2 Training,tag1,Trainers
True North Training,tag1,Interval Training Gyms
RNS Pilates,tag1,Pilates
The Dojo NYC,tag1,Muay Thai
Crunch Fitness - Ft. Greene,tag1,Gyms
MF Strong,tag1,Trainers
Bedford-Stuyvesant Branch YMCA,tag1,Gyms
North Brooklyn Branch YMCA-Eastern District,tag1,Gyms
New York New You Fitness,tag1,Trainers
Outbox Gym,tag1,Gyms
Blink Fitness - Gates,tag1,Gyms
Planet Fitness,tag1,Gyms
IronBorn Community Fitness,tag1,Interval Training Gyms
Evolve Health and Fitness,tag1,Gyms
LA Fitness,tag1,Gyms
Brooklyn Sports Club,tag1,Gyms
Absolute Power Fitness,tag1,Gyms
North Brooklyn Branch YMCA-Twelve Town Center,tag1,Gyms
Absolute Power Fitness,tag1,Gyms
Planet Fitness,tag1,Gyms
SNS Strength Bushwick,tag1,Gyms
Goodwin Barbell Club,tag1,Trainers
RS Strength,tag1,Gyms
Q Fitness,tag1,Gyms
Planet Fitness,tag1,Gyms
Red Planet MMA,tag1,Boxing
Rosie Yoga and Pilates,tag1,Pilates
Blink Fitness - Brownsville,tag1,Gyms
Brotherhood Boxing Club,tag1,Boxing
Retro Fitness,tag1,Gyms
Ridgewood YMCA,tag1,Gyms
Harbor Fitness,tag1,Gyms
Crunch Fitness - Crown Heights,tag1,Gyms
Limitless Fitness,tag1,Gyms
BODYHOO Studios,tag1,Yoga
S&S Strength Williamsburg,tag1,Trainers
The Fit In,tag1,Pilates
Blink Fitness - Flatbush,tag1,Gyms
New York Sports Club,tag1,Gyms
Crunch Fitness - Park Slope,tag1,Gyms
Harbor Fitness - Marine Park,tag1,Gyms
Blink Fitness - Ridgewood,tag1,Gyms
Vibez Training,tag1,Gyms
Blink Fitness - Bushwick,tag1,Gyms
Shape Fitness For Women,tag1,Weight Loss Centers
Diamond Heart,tag1,Martial Arts
Brooklyn Athletic Club,tag1,Gyms
GymX Boxing,tag1,Boxing
Planet Fitness,tag1,Gyms
Brooklyn Swim Center,tag1,Swimming Lessons/Schools
Bedford-Stuyvesant Branch YMCA,tag1,Gyms
Park Fitness BK,tag1,Trainers
The Dojo NYC,tag1,Muay Thai
Crunch Fitness - Ft. Greene,tag1,Gyms
Crunch Fitness - Greenpoint,tag1,Gyms
Planet Fitness,tag1,Gyms
Brooklyn Zoo NY,tag1,Gyms
Amayasana Yoga,tag1,Yoga
Coliseum Gym 2.0,tag1,Gyms
Planet Fitness,tag1,Gyms
LA Fitness,tag1,Gyms
Brooklyn Sports Club,tag1,Gyms
North Brooklyn Branch YMCA-Twelve Town Center,tag1,Gyms
Absolute Power Fitness,tag1,Gyms
Planet Fitness,tag1,Gyms
Blink Fitness - Gates,tag1,Gyms
Evolve Health and Fitness,tag1,Gyms
Absolute Power Fitness,tag1,Gyms
IronBorn Community Fitness,tag1,Interval Training Gyms
Planet Fitness,tag1,Gyms
Planet Fitness,tag1,Gyms
SNS Strength Bushwick,tag1,Gyms
Limitless Fitness,tag1,Gyms
RS Strength,tag1,Gyms
Brotherhood Boxing Club,tag1,Boxing
Planet Fitness,tag1,Gyms
Retro Fitness,tag1,Gyms
Goodwin Barbell Club,tag1,Trainers
Ridgewood YMCA,tag1,Gyms
New York Sports Club,tag1,Gyms
Blink Fitness - Flatbush,tag1,Gyms
Shape Fitness For Women,tag1,Weight Loss Centers
Red Planet MMA,tag1,Boxing
S&S Strength Williamsburg,tag1,Trainers
Planet Fitness,tag1,Gyms
Coliseum Gym 2.0,tag1,Gyms
Crunch Fitness - Crown Heights,tag1,Gyms
Q Fitness,tag1,Gyms
Harbor Fitness - Marine Park,tag1,Gyms
Rosie Yoga and Pilates,tag1,Pilates
Crunch Fitness - Park Slope,tag1,Gyms
Diamond Heart,tag1,Martial Arts
Brooklyn Athletic Club,tag1,Gyms
Blink Fitness - Bushwick,tag1,Gyms
The Fit In,tag1,Pilates
Crunch Fitness - Greenpoint,tag1,Gyms
The Dojo NYC,tag1,Muay Thai
Blink Fitness - Brownsville,tag1,Gyms
Bedford-Stuyvesant Branch YMCA,tag1,Gyms
Blink Fitness - Ozone Park,tag1,Trainers
GymX Boxing,tag1,Boxing
Brooklyn Swim Center,tag1,Swimming Lessons/Schools
Brooklyn Zoo NY,tag1,Gyms
MatchPoint,tag1,Gyms
Vibez Training,tag1,Gyms
Blink Fitness - Ridgewood,tag1,Gyms
Starrett City Boxing,tag1,Sports Clubs
Park Fitness BK,tag1,Trainers
Planet Fitness,tag1,Gyms
Orange Theory Fitness,tag1,Gyms
Harbor Fitness,tag1,Gyms
Hit Factory Brooklyn,tag1,Martial Arts
Harbor Fitness GO! - Bay Ridge,tag1,Gyms
Alana Life & Fitness,tag1,Gyms
Lifestyle Performance,tag1,Gyms
Harbor Fitness,tag1,Gyms
Planet Fitness,tag1,Gyms
Bad Ass Academy,tag1,Boot Camps
Blink Fitness - Sunset Park,tag1,Gyms
Sweatbox Brooklyn,tag1,Boxing
Brooklyn Fitness,tag1,Gyms
Club Pilates,tag1,Pilates
Planet Fitness,tag1,Trainers
Planet Fitness,tag1,Gyms
Owl's Head Yoga,tag1,Yoga
CrossFit Sunset Park,tag1,Trainers
The Max Challenge of BayRidge,tag1,Gyms
Crunch Fitness - Bensonhurst,tag1,Trainers
Dolphin Fitness Clubs,tag1,Gyms
Zumba Fitness With Stephy,tag1,Gyms
CKO Kickboxing,tag1,Kickboxing
Ardon Sweet Science Gym,tag1,Boxing
Better Health,tag1,Trainers
Tiger Schulmann's Mixed Martial Arts,tag1,Martial Arts
Mind & Body Pilates,tag1,Pilates
Orangetheory Fitness,tag1,Circuit Training Gyms
Hoteikan Dojo,tag1,Martial Arts
Meatball Methods Strength Coach,tag1,Trainers
Pure Life Movement Studio,tag1,Yoga
Jake's Fitness,tag1,Trainers
Curby Fitness,tag1,Trainers
The Exercise Studio,tag1,Yoga
The Body House,tag1,Boot Camps
Muay Thai KiK,tag1,Muay Thai
Paul May Fit Club,tag1,Trainers
Body & Brain Yoga Tai Chi - Bay Ridge,tag1,Yoga
The Furnace - Hot Yoga & Pilates,tag1,Pilates
Legion Muay Thai,tag1,Muay Thai
Planet Fitness,tag1,Gyms
Marks JCH of Bensonhurst,tag1,Gyms
Glory Martial Arts Center,tag1,Muay Thai
MoFit,tag1,Trainers
Lilian Yoga,tag1,Yoga
Brooklyn Gymnastics Center,tag1,Performing Arts
Andrew Alexander,tag1,Trainers
Adapt Nyc Fitness,tag1,Trainers
Brooklyn Brazilian Jiu Jitsu,tag1,Martial Arts
Shakti Yoga Center,tag1,Yoga
Dr Fat Loss,tag1,Weight Loss Centers
Be Yoga & Dance,tag1,Yoga
Harbor Fitness - Marine Park,tag1,Gyms
BK Fitness Club,tag1,Gyms
Blink Fitness - Junction,tag1,Gyms
Planet Fitness,tag1,Gyms
Harbor Fitness - Midwood,tag1,Gyms
Crunch Fitness - Flatbush,tag1,Gyms
TFW Brooklyn,tag1,Trainers
MatchPoint,tag1,Gyms
Harbor Fitness,tag1,Gyms
Flatbush CrossFit,tag1,Interval Training Gyms
Flatbush Branch YMCA,tag1,Gyms
Dolphin Fitness Clubs,tag1,Gyms
Knockout Performance,tag1,Kickboxing
Fitness First For Woman,tag1,Gyms
Park Fitness BK,tag1,Trainers
Brooklyn Lifestyle Athletic Club,tag1,Gyms
Blink Fitness - Sheepshead Bay,tag1,Gyms
Hiitspace,tag1,Cardio Classes
Blink Fitness - Flatbush,tag1,Gyms
Park Slope Armory YMCA,tag1,Fitness & Instruction
Orangetheory Fitness Brooklyn-Midwood,tag1,Boot Camps
Park Fitness Gym,tag1,Gyms
Retro Fitness,tag1,Gyms
Planet Fitness,tag1,Gyms
Skipfitness,tag1,Gyms
Prospect Fitness,tag1,Gyms
Align Brooklyn,tag1,Pilates
NYC Fitness Club,tag1,Gyms
CrossFit Coney Island,tag1,Interval Training Gyms
Planet Fitness,tag1,Gyms
Underground Boxing & Fitness,tag1,Boxing
Move U Fitness,tag1,Trainers
Aviator Sports & Events Center,tag1,Skating Rinks
Blink Fitness - Canarsie,tag1,Gyms
CKO Kickboxing Sheepshead Bay,tag1,Kickboxing
Brooklyn Swim Center,tag1,Swimming Lessons/Schools
Crunch Fitness - Crown Heights,tag1,Gyms
Kings Bay Y,tag1,Summer Camps
El Caribe Swim Club,tag1,Fitness & Instruction
Veroyoganyc,tag1,Yoga
Mill Basin Health Club,tag1,Gyms
Noriwich Fitness,tag1,Gyms
Brooklyn Mixed Martial Arts & Fitness,tag1,Kickboxing
PrimeTribe Fitness,tag1,Boot Camps
PRO FIT ZONE,tag1,Gyms
Shape Fitness For Women,tag1,Weight Loss Centers
Fight Factory,tag1,Martial Arts
Club Pilates,tag1,Pilates
Ditmas Park Yoga Society,tag1,Yoga
Bodiesynergy - Prospect Park,tag1,Boot Camps
Chalk Gyms,tag1,Gyms
Absolute Power Fitness,tag1,Gyms
Brooklyn Athletic Club,tag1,Gyms
GHOST Williamsburg,tag1,Gyms
Blink Fitness - Williamsburg,tag1,Trainers
S&S Strength Williamsburg,tag1,Trainers
SNS Strength Bushwick,tag1,Gyms
Absolute Power Fitness,tag1,Gyms
The Sculpted Body,tag1,Trainers
Metropolitan Pool and Recreation Center,tag1,Swimming Pools
Brooklyn Barbell Club,tag1,Gyms
Planet Fitness,tag1,Gyms
Blink Fitness - Bushwick,tag1,Gyms
Crunch Fitness - Greenpoint,tag1,Gyms
Grind House,tag1,Gyms
Orangetheory Fitness Williamsburg,tag1,Gyms
VITAL Climbing Gym - Brooklyn,tag1,Gyms
Powerhouse Gym,tag1,Gyms
Equinox Williamsburg,tag1,Gyms
SESSION,tag1,Circuit Training Gyms
Brooklyn Zoo NY,tag1,Gyms
Human@Ease,tag1,Gyms
Greenpoint Athletics,tag1,Gyms
Greenpoint Branch YMCA,tag1,Gyms
Barbell Fitness,tag1,Gyms
SHAKTIBARRE,tag1,Barre Classes
True North Training,tag1,Interval Training Gyms
Diamond Heart,tag1,Martial Arts
F45 Training Williamsburg North,tag1,Trainers
Blink Fitness,tag1,Gyms
Ltrain CrossFit,tag1,Interval Training Gyms
Movement Brooklyn,tag1,Gymnastics
Outbox Gym,tag1,Gyms
Dynamic Fitness,tag1,Boxing
Planet Fitness,tag1,Gyms
WillyB CrossFit,tag1,Interval Training Gyms
Brotherhood Boxing Club,tag1,Boxing
Dancorcism,tag1,Fitness & Instruction
RNS Pilates,tag1,Pilates
MF Strong,tag1,Trainers
Pilatesmandi Fitness + Healing,tag1,Pilates
Form50 -Williamsburg,tag1,Interval Training Gyms
Vita Wellness Center,tag1,Gyms
Blink Fitness - Gates,tag1,Gyms
Green Fitness Studio,tag1,Boxing
CKO Kickboxing,tag1,Gyms
The Dojo NYC,tag1,Muay Thai
Crunch Fitness - Ft. Greene,tag1,Gyms
Maximum 28,tag1,Trainers
New York Sports Club,tag1,Gyms
Planet Fitness,tag1,Gyms
IronBorn Community Fitness,tag1,Interval Training Gyms
Blink Fitness - Brownsville,tag1,Gyms
Blink Fitness - Gates,tag1,Gyms
Evolve Health and Fitness,tag1,Gyms
Brooklyn Sports Club,tag1,Gyms
Q Fitness,tag1,Gyms
SNS Strength Bushwick,tag1,Gyms
Rosie Yoga and Pilates,tag1,Pilates
RS Strength,tag1,Gyms
North Brooklyn Branch YMCA-Twelve Town Center,tag1,Gyms
Crunch Fitness - Crown Heights,tag1,Gyms
Planet Fitness,tag1,Gyms
Goodwin Barbell Club,tag1,Trainers
Planet Fitness,tag1,Gyms
Red Planet MMA,tag1,Boxing
Blink Fitness - Flatbush,tag1,Gyms
The Fit In,tag1,Pilates
Shape Fitness For Women,tag1,Weight Loss Centers
Brooklyn Swim Center,tag1,Swimming Lessons/Schools
Diamond Heart,tag1,Martial Arts
Blink Fitness - Crown Heights,tag1,Gyms
Planet Fitness,tag1,Gyms
Amayasana Yoga,tag1,Yoga
Vibez Training,tag1,Gyms
Bedford-Stuyvesant Branch YMCA,tag1,Gyms
Blink Fitness - Bushwick,tag1,Gyms
GymX Boxing,tag1,Boxing
Fitness Made Personal,tag1,Boot Camps
Planet Fitness,tag1,Gyms
Blink Fitness - Ridgewood,tag1,Gyms
Blink Fitness - Bed Stuy,tag1,Gyms
Global Strongman Gym,tag1,Gyms
Kosciuszko Pool,tag1,Swimming Pools
Murder of Crows Barbell Club,tag1,Trainers
The Fit In Beats & Barres,tag1,Barre Classes
The Fit In Pilates Reformed,tag1,Pilates
Momentum Fitness,tag1,Physical Therapy
BODYHOO Studios,tag1,Yoga
Body By Derrick,tag1,Trainers
When Chi Collides,tag1,Massage Therapy
Urban Asanas,tag1,Yoga
Blink Fitness,tag1,Gyms
Blink Fitness - Canarsie,tag1,Gyms
Flow Pilates,tag1,Pilates
Crunch Fitness - Flatbush,tag1,Gyms
Brooklyn Lifestyle Athletic Club,tag1,Gyms
The Brooklyn Wellness Club,tag1,Health Coach
Starrett City Boxing,tag1,Sports Clubs
Greys Gym,tag1,Gyms
Blink Fitness - Crown Heights,tag1,Gyms
Crunch Fitness - Crown Heights,tag1,Gyms
Blink Fitness - Gates,tag1,Gyms
Blink Fitness - Bed Stuy,tag1,Gyms
Bedford-Stuyvesant Branch YMCA,tag1,Gyms
Planet Fitness,tag1,Gyms
Murder of Crows Fitness,tag1,Interval Training Gyms
Blink Fitness - Clinton Hill,tag1,Gyms
Blink Fitness - Flatbush,tag1,Gyms
Planet Fitness,tag1,Gyms
BKFit - Bed Stuy,tag1,Interval Training Gyms
Murder of Crows Barbell Club,tag1,Trainers
Urban Asanas,tag1,Yoga
Vibez Training,tag1,Gyms
Goodwin Barbell Club,tag1,Trainers
Len3a,tag1,Trainers
Global Strongman Gym,tag1,Gyms
The Fit In,tag1,Pilates
Vita Wellness Center,tag1,Gyms
Q Fitness,tag1,Gyms
Veroyoganyc,tag1,Yoga
Sincere Fitness,tag1,Trainers
Noriwich Fitness,tag1,Gyms
SealedClutch,tag1,Trainers
Red Planet MMA,tag1,Boxing
Amayasana Yoga,tag1,Yoga
The Fit In Beats & Barres,tag1,Barre Classes
Kick Fever Fitness,tag1,Trainers
Air Fitness,tag1,Trainers
Lula Body,tag1,Pilates
Tabata Ultimate Fitness,tag1,Boot Camps
9Round Kickboxing Fitness,tag1,Kickboxing
Esad kraja,tag1,Fitness & Instruction
Sevaa Brooklyn,tag1,Yoga
Blink Fitness - Brownsville,tag1,Gyms
Spiked Wellness,tag1,Cycling Classes
Yoga Tribe Brooklyn,tag1,Yoga
Forever FIT,tag1,Nutritionists
Flow Pilates,tag1,Pilates
Prescription Personal Training,tag1,Trainers
The Fit In Pilates Reformed,tag1,Pilates
Body Basix Fitness Center,tag1,Trainers
Full Circle Brooklyn,tag1,Pole Dancing Classes
Fitness 4040,tag1,Trainers
Personal Training with Jesse,tag1,Trainers
Brooklyn Fitness and Swimming,tag1,Swimming Lessons/Schools
Stacked Yoga,tag1,Yoga
Rosie Yoga and Pilates,tag1,Pilates
The StreetLite Co,tag1,Yoga
Fringe Pilates,tag1,Pilates
Dolphin Fitness Clubs,tag1,Gyms
Harbor Fitness,tag1,Gyms
Crunch Fitness - Bensonhurst,tag1,Trainers
Planet Fitness,tag1,Gyms
Blink Fitness - Coney Island,tag1,Gyms
The Exercise Studio,tag1,Yoga
Coney Island Fitness,tag1,Interval Training Gyms
Planet Fitness,tag1,Gyms
PRO FIT ZONE,tag1,Gyms
MatchPoint NYC,tag1,Gyms
Alana Life & Fitness,tag1,Gyms
Coney Island YMCA,tag1,Gyms
Harbor Fitness GO! - Bay Ridge,tag1,Gyms
Sphinx Fitness,tag1,Trainers
Marks JCH of Bensonhurst,tag1,Gyms
Skifter Fitness,tag1,Trainers
Planet Fitness,tag1,Gyms
Club Pilates,tag1,Pilates
Shorefront YM-YWHA,tag1,Summer Camps
Fitness By Kobi,tag1,Trainers
Harbor Fitness - Midwood,tag1,Gyms
Harbor Fitness,tag1,Gyms
Orangetheory Fitness Brooklyn-Midwood,tag1,Boot Camps
Bad Ass Academy,tag1,Boot Camps
CKO Kickboxing Sheepshead Bay,tag1,Kickboxing
Underground Boxing & Fitness,tag1,Boxing
Fight Factory,tag1,Martial Arts
Hit Factory Brooklyn,tag1,Martial Arts
Planet Fitness,tag1,Gyms
Lifestyle Performance,tag1,Gyms
CrossFit Coney Island,tag1,Interval Training Gyms
NYC Fitness Club,tag1,Gyms
Gateway Sports and Pools - Block Institute,tag1,Swimming Lessons/Schools
Pure Life Movement Studio,tag1,Yoga
Hiitspace,tag1,Cardio Classes
Physique57 - Brooklyn,tag1,Barre Classes
Curby Fitness,tag1,Trainers
Motiv Fitness Studio,tag1,Dance Studios
Club Pilates,tag1,Pilates
Brooklyn Brazilian Jiu-Jitsu,tag1,Brazilian Jiu-Jitsu
Flatbush Branch YMCA,tag1,Gyms
Physio Lab,tag1,Pilates
Fit Over 40,tag1,Trainers
The Max Challenge of BayRidge,tag1,Gyms
Brooklyn Brazilian Jiu Jitsu,tag1,Martial Arts
Synergy Fitness NY,tag1,Gyms
Brooklyn Barrebell,tag1,Boxing
Fitness Gallery,tag1,Trainers
Brighton Yoga Studio,tag1,Yoga
Lions Fight Martial Arts,tag1,Kickboxing
Harbor Fitness,tag1,Gyms
Prospect Park Branch YMCA,tag1,Gyms
Crunch Fitness - South Slope,tag1,Gyms
Slope Fitness,tag1,Gyms
Park Slope Armory YMCA,tag1,Fitness & Instruction
Jake's Fitness,tag1,Trainers
Align Brooklyn,tag1,Pilates
Blink Fitness - Park Slope,tag1,Gyms
Retro Fitness,tag1,Gyms
Crunch Fitness - Park Slope,tag1,Gyms
Brooklyn Fitness,tag1,Gyms
Bodiesynergy - Prospect Park,tag1,Boot Camps
Jukebox NYC,tag1,Boxing
ONEBELLFITNESS,tag1,Gyms
Ardon Sweet Science Gym,tag1,Boxing
Greys Gym,tag1,Gyms
District,tag1,Gyms
Chelsea Piers Fitness,tag1,Gyms
Adapt Nyc Fitness,tag1,Trainers
Blink Fitness - Boerum Hill,tag1,Gyms
Very Personal Training,tag1,Trainers
Park Fitness Gym,tag1,Gyms
Planet Fitness,tag1,Gyms
Crunch Fitness - Ft. Greene,tag1,Gyms
Life Time,tag1,Gyms
LIU Brooklyn WRAC Center Gym,tag1,Gyms
Red Hook StrengthWorks,tag1,Interval Training Gyms
Orangetheory Fitness Brooklyn - Park Slope,tag1,Gyms
Priority Fitness,tag1,Trainers
CrossFit 718,tag1,Interval Training Gyms
Active Brooklyn,tag1,Trainers
Breuckelen Athletic,tag1,Interval Training Gyms
BKLYN Fitness,tag1,Trainers
Orangetheory Fitness Brooklyn - Brooklyn Heights,tag1,Gyms
The SweatShed - Park Slope,tag1,Interval Training Gyms
Gowanus Fitness,tag1,Gyms
South Brooklyn Weightlifting Club,tag1,Trainers
Elite Fitness Studio,tag1,Gyms
Equinox Brooklyn Heights,tag1,Gyms
Dodge YMCA,tag1,Gyms
Planet Fitness,tag1,Gyms
5th Ave Fitness,tag1,Trainers
Sweatbox Brooklyn,tag1,Boxing
Terrace Fitness,tag1,Trainers
Blink Fitness - Clinton Hill,tag1,Gyms
RS Strength,tag1,Gyms
Planet Fitness,tag1,Gyms
